communityname,state,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,pctUrban,medIncome,PctPopUnderPov,PopDens,LemasPctOfficDrugUn,murdPerPop,rapesPerPop,robbbPerPop,assaultPerPop,burglPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Sumtercity,SC,41943,3.29,14.17,33.31,15.39,9.5,100.0,21221,20.71,1780.0,0.0,11.66,51.31,417.46,981.86,1889.08,3778.16,396.47,4.66,1462.29,6068.38
Burrillvilletown,RI,16230,3.05,13.77,25.48,11.32,10.38,1.86,37156,5.55,281.9,0.0,0.0,5.97,0,83.64,376.37,716.89,53.77,5.97,89.61,1153
AnnArborcity,MI,109592,2.63,23.19,43.75,28.97,6.29,100.0,33344,16.08,4085.0,5.88,1.83,,117.89,307.06,1006.18,3684.75,237.61,31.99,,4960.52
Derrytown,NH,29603,2.75,12.23,29.21,11.68,5.1,0.0,43419,3.79,798.4,0.0,0.0,133.72,23.4,70.2,852.44,2012.44,340.98,103.63,227.32,3309.49
Daniacity,FL,13024,2.25,9.62,20.98,9.8,19.56,100.0,23269,20.64,2442.6,0.0,28.26,141.32,989.26,1490.96,3794.52,10005.65,2070.38,49.46,2649.8,15920.01
Salemcity,OH,12233,2.44,12.56,23.9,11.25,16.38,0.0,23684,13.85,2570.0,0.0,0.0,0,0,46.52,31.01,690.08,77.54,7.75,46.52,806.39
Greendalevillage,WI,15128,2.71,14.18,23.6,12.1,10.77,100.0,44735,2.32,2608.5,0.0,6.78,6.78,33.92,27.13,156.02,4382.04,244.2,0,74.62,4782.25
UnionCitycity,NJ,58012,2.81,13.67,29.54,14.16,9.09,100.0,25655,18.18,44229.9,4.97,1.77,40.64,507.07,321.55,1590.11,2068.9,950.53,12.37,871.02,4621.91
FosterCitycity,CA,28176,2.51,11.65,26.23,11.54,6.49,100.0,60462,2.95,7232.0,0.0,3.38,3.38,57.39,121.54,374.75,1775.83,216.07,20.26,185.69,2386.9
Flintcity,MI,140761,2.61,15.83,29.26,14.58,9.58,100.0,20176,30.58,4015.8,14.47,34.55,,747.84,1804.45,2896.34,5542.92,1660.5,243.28,,10343.04
NewBrunswickcity,NJ,41711,3.28,29.2,49.87,35.94,8.48,100.0,28289,21.96,7709.4,4.84,12.05,43.39,749.76,696.72,1921.41,4722.76,812.44,45.81,1501.93,7502.41
Houmacity,LA,30495,2.86,14.7,26.81,12.76,10.83,100.0,19397,26.41,2172.0,0.0,15.87,44.43,247.56,1142.6,939.47,2716.86,311.04,12.7,1450.47,3980.07
EastPaloAltocity,CA,23451,3.37,16.11,33.41,16.36,5.26,100.0,29206,17.55,8883.0,0.0,15.4,42.35,746.87,1539.94,1412.9,1493.74,1131.86,142.44,2344.56,4180.94
Brentwoodcity,TN,16392,3.11,17.02,22.02,10.85,5.52,100.0,70287,1.39,544.6,0.0,4.63,37.07,9.27,13.9,393.92,1839.84,101.96,0,64.88,2335.71
LeagueCitycity,TX,30159,2.85,13.74,27.49,11.16,4.23,99.49,45043,4.92,566.3,0.0,0.0,23.81,37.04,68.79,881,2338.75,243.4,0,129.64,3463.15
NewIberiacity,LA,31828,2.86,15.81,27.77,13.33,11.31,0.0,18506,28.67,3024.3,0.0,5.91,47.24,144.68,147.63,1558.99,4121.88,253.93,,345.46,
Astontownship,PA,15080,2.93,14.13,25.04,11.62,11.65,100.0,44083,3.15,2534.6,0.0,0.0,32.6,39.12,195.61,339.05,1421.4,208.65,39.12,267.33,2008.22
GloucesterCitycity,NJ,12649,2.75,13.31,26.67,12.53,14.13,100.0,28998,9.18,5549.8,0.0,0.0,40.23,56.32,64.37,836.82,2003.54,313.81,0,160.93,3154.17
Shalertownship,PA,30533,2.63,10.86,22.15,10.31,14.78,100.0,36972,2.95,2653.4,0.0,0.0,3.22,12.88,64.4,148.12,943.46,141.68,3.22,80.5,1236.48
Arnoldcity,MO,18828,2.83,14.73,28.34,13.54,7.71,100.0,34179,5.38,1615.9,0.0,4.94,9.87,49.37,335.69,488.72,2473.22,153.03,19.75,399.86,3134.72
Goshentownship,OH,12697,2.99,14.78,28.07,12.93,6.4,47.15,31617,8.41,355.3,0.0,0.0,7.67,7.67,53.66,498.31,1065.62,122.66,7.67,69,1694.27
Chestercity,PA,41856,2.88,16.52,29.11,15.68,12.58,100.0,20864,25.16,8345.8,0.0,70.83,134.07,1360.92,3311.24,2423.35,3779.22,2410.71,156.83,4877.06,8770.11
UnionCitycity,TN,10513,2.44,15.3,26.55,13.47,15.25,0.0,20745,17.18,1158.3,0.0,9.1,63.69,109.19,737.03,2420.38,6424.02,282.07,63.69,919.02,9190.17
Tampacity,FL,280015,2.44,13.0,27.51,13.44,13.15,100.0,22772,19.44,2487.1,4.98,14.83,85.21,1022.83,2112.58,3100.23,6393.64,2922.91,73.82,3235.45,12490.6
Dallascity,TX,1006877,2.5,13.17,31.03,14.35,8.72,100.0,27489,17.97,2838.4,3.42,30.42,95.96,712.03,905.78,2012.79,5199.46,1675.96,127.05,1744.19,9015.27
Searcycity,AR,15180,2.9,23.54,37.19,25.92,14.14,0.0,20859,17.5,1076.0,0.0,0.0,32.78,21.86,21.86,595.56,3169.05,234.95,0,76.49,3999.56
Bellinghamcity,WA,52179,2.46,19.04,35.4,23.07,12.01,100.0,24714,16.68,2287.7,0.0,3.44,77.51,75.78,182.57,11881.02,5475.46,449.54,53.39,339.31,17859.42
BullheadCitycity,AZ,21951,2.49,9.48,19.57,9.11,20.05,0.0,24814,12.8,491.9,0.0,3.56,32,113.76,657.68,2008.6,4607.34,657.68,67.55,807,7341.18
CulverCitycity,CA,38793,2.4,10.37,24.22,11.12,11.95,100.0,42971,6.68,7336.0,0.0,10.13,17.73,772.48,131.7,1028.29,3672.47,1187.85,2.53,932.05,5891.14
Newbergcity,OR,13086,2.88,16.23,29.02,14.85,11.41,0.0,26974,10.71,3015.2,0.0,0.0,33.58,20.15,181.32,611.11,3539.05,188.03,40.29,235.04,4378.48
Readingcity,PA,78380,2.5,13.96,28.24,14.44,15.0,100.0,22112,19.41,7732.5,6.33,7.66,53.59,708.13,426.16,1940.67,4289.63,746.41,66.35,1195.53,7043.06
Rustoncity,LA,20027,2.89,29.58,46.46,34.87,9.8,0.0,17826,30.26,1118.3,0.0,0.0,4.94,187.67,1101.34,1437.18,7501.98,158.04,19.76,1293.95,9116.95
Richmondcity,CA,87425,2.67,13.22,26.57,12.67,10.49,100.0,32165,16.1,2838.8,16.2,58.83,92.77,1105.38,1982.21,2435.91,4283.48,1651.85,126.72,3239.2,8497.95
Methuentown,MA,39990,2.73,12.69,24.89,11.58,14.98,95.02,37701,7.2,1722.8,0.0,4.86,48.56,104.4,206.38,626.41,2435.23,1600.02,19.42,364.19,4681.09
Florissantcity,MO,51206,2.67,11.99,25.49,11.43,12.5,100.0,36809,3.29,4843.5,0.0,0.0,11.57,71.37,96.44,395.4,2034.87,208.31,21.22,179.38,2659.8
WestFargocity,ND,12287,2.77,15.72,28.99,13.12,5.31,100.0,29661,7.44,1674.9,0.0,0.0,28.91,0,14.46,520.42,2486.45,209.61,43.37,43.37,3259.85
Douglascity,AZ,12822,3.2,18.62,28.0,14.12,12.89,0.0,14994,43.13,2616.7,0.0,0.0,0,35.15,126.54,1103.69,4759.23,991.21,0,161.69,6854.13
Selmacity,AL,23755,2.72,16.96,27.15,13.5,13.84,0.0,15917,35.71,1647.8,0.0,32.2,156.97,338.1,2740.99,2374.72,7430.07,527.27,,3268.26,
Nortoncity,OH,11475,2.8,13.65,23.21,11.2,12.88,100.0,34198,5.4,552.6,0.0,0.0,0,42.25,126.74,574.57,2036.33,84.5,33.8,168.99,2729.19
Missioncity,TX,28653,3.45,18.57,29.66,14.96,13.32,100.0,17489,37.33,1990.9,0.0,0.0,5.11,30.64,143,1164.45,3988.76,515.83,40.86,178.75,5709.91
Middletownship,NJ,14771,2.76,11.56,22.94,10.34,15.89,0.0,30524,7.99,200.0,0.0,0.0,66.14,19.84,145.5,1071.43,2830.69,99.21,26.46,231.48,4027.78
MountLaureltownship,NJ,30270,2.56,10.94,25.55,10.35,9.28,93.19,50843,1.99,1339.6,0.0,0.0,12.91,32.27,58.09,645.49,1236.12,261.43,6.45,103.28,2149.5
Greeleycity,CO,60536,2.67,19.66,34.21,21.15,9.64,99.71,23462,19.46,2057.1,0.0,4.56,30.4,38,130.73,1026.05,5095.31,259.93,62.32,203.69,6443.62
CostaMesacity,CA,96357,2.57,12.14,33.06,15.62,7.44,100.0,40313,9.17,5980.4,6.38,5.05,30.33,186.01,227.45,1263.62,4971.59,985.63,26.28,448.84,7247.12
LosAlamitoscity,CA,11676,2.84,13.9,30.28,14.04,8.7,100.0,45171,4.38,2798.7,0.0,0.0,24.85,149.09,182.22,1184.46,2310.94,836.58,140.81,356.17,4472.79
SouthOrangeVillagetownship,NJ,16390,3.17,22.12,33.08,22.43,11.56,100.0,64338,3.03,5529.7,0.0,0.0,12.01,492.26,168.09,1344.7,2989.55,2977.55,0,672.35,7311.8
RedBluffcity,CA,12363,2.57,13.44,26.6,12.16,14.06,0.0,19474,20.41,1641.4,0.0,0.0,44.94,119.84,816.42,793.95,5759.87,561.76,67.41,981.2,7182.98
Plainfieldtown,IN,10433,2.51,11.98,24.63,11.31,13.56,0.0,34466,4.59,2705.7,0.0,0.0,44.38,12.68,133.15,437.48,2079.63,145.83,12.68,190.21,2675.63
Fredericksburgcity,VA,19027,2.55,20.99,38.98,25.15,12.07,100.0,26614,12.29,1746.9,0.0,4.47,40.21,120.63,281.46,455.7,2819.1,142.97,53.61,446.77,3471.38
Colleyvillecity,TX,12724,3.11,15.97,21.16,10.79,4.11,100.0,77530,1.25,937.0,0.0,0.0,5.29,5.29,21.17,164.04,1211.77,42.33,5.29,31.75,1423.43
Pittsburgcity,CA,47564,3.04,13.97,29.12,13.19,7.12,100.0,38532,10.79,4222.7,0.0,3.82,34.42,380.52,449.36,1719.03,2587.15,502.9,34.42,868.12,4843.49
MissionViejocity,CA,72820,2.89,14.31,24.75,11.58,7.47,100.0,61058,1.96,4027.7,0.0,3.56,15.43,37.99,168.58,815.59,1827.05,261.18,41.55,225.56,2945.37
LongBeachcity,CA,429433,2.7,13.82,31.13,15.56,9.56,100.0,31938,16.82,8287.7,4.2,28.9,45.87,852.46,704.76,1554.92,3235.53,1748.95,55.73,1631.98,6595.13
Duluthcity,MN,85493,2.47,15.93,28.36,16.25,14.85,100.0,23370,16.57,1220.6,5.6,7.08,,62.51,260.67,1013.2,3852.28,316.11,16.51,,5198.1
Shelbycity,NC,14669,2.41,13.33,24.32,12.14,17.75,0.0,19829,19.27,1612.7,0.0,18.67,74.69,435.68,890.02,2825.67,5831.83,255.18,43.57,1419.06,8956.25
Coronacity,CA,76095,3.18,14.89,30.69,14.33,5.3,100.0,43555,8.31,2579.1,0.0,1.07,29.99,253.84,234.56,1662.29,3319.23,1428.8,24.63,519.47,6434.96
Beverlycity,MA,38195,2.58,12.62,25.9,12.77,13.23,100.0,39603,6.62,2388.0,0.0,0.0,10.27,35.93,41.06,1380.69,1511.57,272.03,10.27,87.26,3174.56
CoralSpringscity,FL,79443,2.94,16.71,27.43,12.9,6.39,100.0,43428,5.16,3265.0,6.54,1.06,19.14,44.67,229.72,732.78,3165.08,274.39,4.25,294.6,4176.5
NorthBranfordtown,CT,12996,2.9,12.67,24.15,11.24,9.03,79.22,50798,2.05,503.3,0.0,0.0,7.6,7.6,38,531.96,1314.69,121.59,0,53.2,1968.23
Geneseetownship,MI,24093,2.74,15.08,27.24,12.83,9.47,84.64,30160,13.77,791.2,0.0,8.08,,60.59,371.64,1123.01,1943.04,367.6,36.36,,3470.01
SanBrunocity,CA,38961,2.66,11.64,27.46,12.38,9.68,100.0,42019,4.77,5846.5,0.0,0.0,19.63,134.95,127.59,466.18,3454.62,534.88,24.54,282.16,4480.21
Valdostacity,GA,39806,2.81,19.21,33.9,19.65,9.72,0.0,21864,23.83,1451.1,0.0,17.5,37.19,358.76,544.7,1649.42,4348.87,350.01,6.56,958.15,6354.87
OklahomaCitycity,OK,444719,2.49,13.29,27.17,12.7,10.67,98.74,25741,15.86,705.8,3.48,17.16,110.46,369.77,892.47,2144.85,6287.86,1188.04,90.08,1389.87,9710.83
PortLavacacity,TX,10886,2.88,15.33,27.52,12.7,9.28,0.0,21946,20.44,1642.4,0.0,0.0,25.49,67.98,1147.18,1317.13,3713.46,237.93,50.99,1240.65,5319.51
Alicecity,TX,19788,3.11,16.25,27.12,13.19,11.2,0.0,18962,28.5,1631.1,0.0,0.0,38.55,48.19,587.92,1874.61,4631.1,197.58,106.02,674.67,6809.31
Sterlingcity,CO,10362,2.4,15.23,26.13,13.2,15.01,0.0,20189,16.91,1853.0,0.0,0.0,18.94,9.47,132.6,634.59,3542.34,132.6,18.94,161.02,4328.47
Coronadocity,CA,26540,3.62,23.9,45.2,31.94,11.86,100.0,47790,4.07,3324.1,0.0,13.67,13.67,86.6,218.78,975.39,2515.95,660.89,41.02,332.73,4193.25
Bremertoncity,WA,38142,2.59,15.99,35.51,20.6,11.78,99.52,22610,18.1,1851.6,0.0,0.0,99.97,146.46,374.29,850.87,3656.86,318.49,13.95,620.71,4840.17
RapidCitycity,SD,54523,2.58,14.46,28.86,14.19,10.26,100.0,25740,13.65,1489.4,0.0,1.72,77.26,42.92,321.04,825.78,4999.31,243.79,,442.93,
LaPalmacity,CA,15392,3.2,16.96,29.17,15.75,5.24,100.0,54364,5.89,8169.9,0.0,6.22,12.43,99.45,254.85,870.21,2349.58,795.62,74.59,372.95,4090
Glenviewvillage,IL,37093,2.78,12.17,21.93,10.55,11.83,100.0,59020,1.71,2996.2,0.0,2.65,,10.61,53.04,379.21,1943.78,82.21,0,,2405.2
Dinubacity,CA,12743,3.41,16.12,29.5,14.75,10.45,0.0,22032,22.58,4583.8,0.0,0.0,22.02,73.42,491.89,1431.61,3002.72,535.94,7.34,587.33,4977.61
TempleTerracecity,FL,16444,2.57,14.36,28.13,14.18,9.02,100.0,37156,6.67,3209.2,0.0,12.05,0,144.54,54.2,740.79,2553.6,517.95,0,210.79,3812.33
Bendcity,OR,20469,2.4,13.98,27.04,12.99,11.76,0.0,25787,13.15,1470.9,0.0,0.0,41.02,106.66,352.79,1448.09,7650.65,332.28,32.82,500.47,9463.84
Bernardstownship,NJ,17199,2.71,10.1,20.83,8.73,10.59,90.8,70000,1.52,691.9,0.0,0.0,0,0,75.72,248.8,919.47,48.68,0,75.72,1216.94
Pocatellocity,ID,46080,2.68,16.43,29.57,15.04,9.91,100.0,24955,15.34,1610.3,0.0,1.96,66.73,33.37,243.39,685.01,3218.97,176.65,19.63,345.45,4100.26
Clearlakecity,CA,11804,2.28,10.89,18.64,8.68,23.42,0.0,16600,22.15,1101.9,0.0,7.63,83.97,137.4,1458.02,3519.08,4564.89,580.15,99.24,1687.02,8763.36
Gulfportcity,MS,40775,2.58,14.11,27.52,13.65,13.11,100.0,21174,20.32,1740.1,0.0,6.03,43.69,129.57,215.45,712.65,3204.66,248.6,31.64,394.74,4197.55
Fremontcity,OH,17648,2.65,14.82,27.61,12.85,12.53,0.0,25385,14.66,2753.9,0.0,0.0,27.45,87.85,225.13,812.65,4134.64,236.11,38.44,340.43,5221.83
Midlandcity,MI,37819,2.57,14.51,27.49,14.0,10.54,0.0,39087,9.26,1341.7,0.0,0.0,,25.13,115.61,276.47,2375.09,80.43,15.08,,2747.06
Laurelcity,MS,18827,2.59,14.29,24.41,11.88,16.39,0.0,16997,30.18,1180.5,0.0,15.34,76.69,281.19,,2290.39,6027.61,531.7,40.9,,8890.59
MountVernoncity,NY,67153,2.67,12.81,26.3,12.37,13.13,100.0,34850,11.8,14786.2,0.0,7.61,47.15,663.2,728.61,1461.77,2476.35,1402.45,41.07,1446.56,5381.64
Raytowncity,MO,30601,2.41,11.08,22.59,10.15,16.17,100.0,32002,4.78,2981.4,0.0,0.0,19.87,132.45,119.21,798.01,2221.85,437.09,76.16,271.52,3533.11
Natchitochescity,LA,16609,3.11,25.63,37.21,25.06,11.51,0.0,14509,39.79,1585.4,0.0,5.93,47.43,207.51,527.66,1831.98,4310.19,332.01,0,788.52,6474.18
Lebanoncity,OH,10453,2.62,12.92,27.69,13.22,11.22,0.0,27095,8.65,1087.9,0.0,0.0,170.98,76.94,145.34,1008.81,3505.17,196.63,8.55,393.26,4719.16
Pariscity,TX,24699,2.52,14.38,25.52,13.48,17.32,0.0,18743,25.43,876.6,0.0,11.99,83.96,167.92,1519.27,2206.94,6896.69,559.73,55.97,1783.14,9719.33
Hawthorneborough,NJ,17084,2.5,10.14,24.39,11.06,15.73,100.0,43109,3.42,4854.5,0.0,0.0,27.52,27.52,22.01,462.3,1552.01,126.58,0,77.05,2140.89
DeSotocity,TX,30544,2.84,15.06,26.4,12.05,5.88,100.0,45550,3.98,1365.5,0.0,0.0,25.31,92.8,157.48,1155.76,3093.28,455.56,25.31,275.58,4729.9
SunPrairiecity,WI,15333,2.74,13.82,27.52,12.14,8.57,0.0,35301,3.13,2105.1,0.0,0.0,22.79,0,51.29,393.21,3766.81,153.86,34.19,74.08,4348.07
Hendersonvillecity,TN,32188,2.81,15.35,27.21,12.9,7.58,100.0,38068,4.49,1407.8,0.0,0.0,29.57,34.95,336.04,583.36,1914.08,10.75,2.69,400.56,2510.89
BoyntonBeachcity,FL,46194,2.28,9.11,20.12,9.05,27.21,100.0,28824,9.59,2945.3,0.0,7.69,28.84,386.45,934.4,1868.8,4533.57,811.35,11.54,1357.38,7225.26
Raritantownship,NJ,15616,2.83,10.82,23.03,9.46,7.24,0.0,61524,2.31,398.2,0.0,0.0,6.26,6.26,43.79,306.56,1851.85,81.33,0,56.31,2239.74
TraverseCitycity,MI,15116,2.45,14.71,26.82,14.89,14.42,0.0,27373,8.7,1838.9,0.0,0.0,,12.67,202.75,620.92,4137.36,82.37,12.67,,4853.32
Rockwallcity,TX,10486,2.69,13.75,24.67,11.26,8.38,100.0,44130,7.64,690.4,0.0,0.0,28.67,71.67,293.86,623.57,2300.75,193.52,50.17,394.21,3168
Meridiancity,MS,41036,2.54,14.6,26.21,12.93,14.76,0.0,18004,27.76,1111.6,0.0,16.26,44.13,181.16,204.39,1149.69,2838.23,276.39,23.23,445.94,4287.54
NewPortRicheycity,FL,14044,2.17,8.94,19.79,9.42,28.94,100.0,18514,14.61,3224.1,0.0,0.0,0,104.43,417.7,1879.65,4150.89,306.75,26.11,522.13,6363.4
LowerAllentownship,PA,15254,2.6,10.9,25.2,11.95,16.15,93.23,37461,3.65,1431.1,0.0,0.0,12.89,25.78,58.01,219.16,2339.82,45.12,0,96.69,2604.1
Willingborotownship,NJ,36291,3.29,16.24,27.52,13.86,6.63,100.0,47121,4.47,4547.1,0.0,2.69,26.92,91.52,172.28,734.88,2180.41,495.3,48.45,293.41,3459.04
RidgefieldParkvillage,NJ,12454,2.51,10.49,27.03,12.12,12.44,100.0,42464,5.1,6943.6,0.0,0.0,0,15.9,55.64,166.93,1009.54,254.37,7.95,71.54,1438.79
Emmetttownship,MI,10764,2.62,14.08,24.58,11.8,11.06,67.6,30200,11.94,322.2,0.0,9.04,,144.69,479.29,1347.44,3644.42,316.51,144.69,,5453.07
Hinghamtown,MA,19821,2.87,13.98,23.41,12.09,11.26,95.18,60274,2.64,851.4,0.0,0.0,14.23,18.98,4.74,602.52,1556.12,175.54,0,37.95,2334.19
ElDoradocity,AR,23146,2.53,13.35,23.9,11.11,16.62,0.0,19205,24.83,1429.8,0.0,16.54,45.49,194.38,260.55,1683.21,4334.16,244,12.41,516.96,6273.78
Westbrookcity,ME,16121,2.54,13.31,28.02,13.19,12.16,100.0,29833,9.67,922.6,0.0,0.0,25.4,25.4,31.75,768.3,3314.5,266.68,38.1,82.54,4387.58
Newburghcity,NY,26454,2.94,16.57,30.82,16.04,9.71,100.0,22224,26.23,6681.0,0.0,19.49,101.33,553.43,880.82,2057.84,2864.6,206.56,85.74,1555.07,5214.75
Butlertownship,PA,17625,2.58,11.95,21.26,10.76,17.48,0.0,31503,7.56,788.6,0.0,0.0,11.35,3.78,37.82,132.38,1618.82,128.6,0,52.95,1879.8
Lindencity,NJ,36701,2.55,11.36,23.9,11.29,17.89,100.0,35911,5.63,3278.7,9.68,2.72,21.77,244.88,261.2,976.79,2671.89,982.23,43.53,530.57,4674.45
Kalamazoocity,MI,80277,2.73,22.64,39.91,26.62,9.28,100.0,23207,26.23,3153.6,8.33,9.74,,302.07,4058.51,1593.2,4972.05,534.72,103.53,,7203.5
ForestParkcity,GA,16925,2.68,13.5,28.34,13.35,10.24,100.0,25982,11.95,1900.8,0.0,23.94,77.8,520.65,736.09,1705.57,6977.86,1262.72,83.78,1358.47,10029.92
Viennatown,VA,14852,2.8,11.38,23.72,11.04,9.57,100.0,61271,3.1,3285.8,0.0,6.27,18.81,25.08,43.9,413.9,2376.77,150.51,25.08,94.07,2966.26
Westfieldtown,NJ,28870,2.81,12.02,21.73,10.15,11.98,100.0,66760,1.79,4138.5,0.0,0.0,6.78,30.52,50.86,328.9,1508.88,328.9,3.39,88.16,2170.08
GrandTerracecity,CA,10946,2.84,13.38,25.7,11.85,8.32,100.0,45127,3.64,3047.3,0.0,0.0,42.8,162.66,111.29,1806.35,2619.64,1198.53,0,316.75,5624.52
Carsoncity,CA,83995,3.53,16.01,29.52,15.16,7.57,100.0,43882,6.95,4303.0,0.0,11.05,30.95,375.79,849.94,1038.94,1810.4,1250.04,48.63,1267.73,4148.02
Berkeleytownship,NJ,37319,2.12,6.03,11.33,5.33,48.23,88.74,23028,4.57,839.6,0.0,0.0,7.81,13.01,85.86,450.13,1470.09,78.06,18.21,106.68,2016.5
Auburncity,NY,31258,2.62,11.94,26.05,12.42,16.0,0.0,22271,13.8,3596.7,0.0,6.51,32.54,55.31,97.61,575.87,3100.6,19.52,6.51,191.96,3702.5
Hilliardcity,OH,11796,2.81,13.17,27.54,11.07,6.82,100.0,36415,4.18,1320.6,0.0,0.0,35.72,23.82,83.36,750.22,2857.99,196.49,71.45,142.9,3876.15
Davietown,FL,47217,2.64,12.46,26.77,12.0,8.46,100.0,36843,7.77,1411.1,0.0,1.72,36.09,84.21,414.17,1213.29,4844.56,677.1,8.59,536.18,6743.54
Greenfieldtown,MA,18666,2.43,12.33,24.46,11.68,15.81,0.0,26680,11.93,829.1,0.0,0.0,89.76,79.2,1510.03,1082.37,2729.67,290.39,0,1678.99,4102.43
Weirtoncity,WV,22124,2.42,12.0,21.54,10.13,18.22,100.0,28261,9.48,1190.0,0.0,4.64,13.92,18.56,204.16,533.59,1336.3,148.48,13.92,241.28,2032.29
Lenoircity,NC,14192,2.39,13.13,24.44,12.11,16.08,0.0,21372,17.55,1008.8,0.0,6.71,33.55,248.26,684.38,1617.02,5689.75,369.03,46.97,972.89,7722.76
Independencecity,KY,10444,3.02,15.65,29.33,13.36,5.97,100.0,35951,5.82,614.6,0.0,0.0,18.13,18.13,54.39,552.99,1441.39,90.65,0,90.65,2085.03
Lomitacity,CA,19382,2.46,10.87,27.17,11.82,10.09,100.0,36222,10.68,9868.6,0.0,0.0,14.42,206.63,1066.79,1004.32,1432,595.87,28.83,1287.84,3061.03
Milfordtown,CT,49938,2.65,11.88,24.75,11.72,12.78,100.0,44142,3.72,2135.7,5.66,0.0,14.26,89.63,32.59,729.24,3837.69,879.98,10.18,136.48,5457.1
Kokomocity,IN,44962,2.41,13.66,26.91,12.51,12.11,100.0,26272,16.45,3013.5,8.0,2.15,60.3,77.53,348.87,889.42,4052.98,174.44,10.77,488.86,5127.6
WestMonroecity,LA,14096,2.39,13.41,25.72,12.61,16.01,100.0,18519,21.01,1896.7,0.0,13.85,41.55,34.63,519.43,921.12,7507.45,415.54,55.41,609.46,8899.51
RedWingcity,MN,15134,2.53,12.83,24.28,11.42,14.34,0.0,27111,9.53,419.1,0.0,12.59,,25.17,138.45,679.67,3901.83,239.14,31.47,,4852.11
RedondoBeachcity,CA,60167,2.25,8.78,29.76,11.31,6.69,100.0,51913,5.59,9250.8,0.0,6.2,26.33,224.6,342.32,1315.08,3348.87,968.11,4.65,599.45,5636.7
Leesburgcity,FL,14903,2.35,11.77,22.27,10.95,21.61,0.0,20213,19.62,1604.5,0.0,10.15,81.16,324.66,1603,2054.48,4200.27,390.61,20.29,2018.97,6665.65
Sanfordtown,ME,20463,2.67,13.4,26.11,11.67,11.81,0.0,27824,10.4,413.2,0.0,0.0,0,14.43,19.23,841.51,2336.99,144.26,0,33.66,3322.75
Mariettacity,OH,15026,2.53,16.54,27.96,16.23,14.53,0.0,20950,17.68,1885.0,0.0,6.57,59.12,52.55,98.54,551.8,4210.73,157.66,0,216.78,4920.19
LakeOswegocity,OR,30576,2.45,12.3,21.09,9.27,9.99,100.0,51499,3.69,3094.7,0.0,0.0,20.76,29.65,85.99,495.2,1865.14,163.09,47.44,136.4,2570.87
Renocity,NV,133850,2.34,12.38,28.35,14.27,10.86,100.0,28388,11.52,2247.0,5.02,10.51,84.7,283.66,308.61,1206.22,5256.94,447.16,47.28,687.49,6957.6
Johnstontown,RI,26542,2.66,11.37,24.09,11.63,15.5,86.82,32596,6.73,1082.6,0.0,0.0,3.65,25.57,62.09,693.96,2107.45,540.56,18.26,91.31,3360.24
GlendaleHeightsvillage,IL,27973,2.91,14.07,33.1,14.07,3.94,100.0,42822,2.7,5254.1,0.0,0.0,,23.95,71.85,277.12,2278.56,130.01,10.26,,2695.95
Rockfordcity,IL,139426,2.54,13.31,26.51,12.69,12.83,100.0,28282,13.35,2992.2,0.0,15.42,,542.39,824.79,2817.74,5875.84,788.35,40.64,,9522.57
LaPuentecity,CA,36955,4.1,18.71,35.04,17.86,5.66,100.0,33273,14.02,10219.9,0.0,20.4,45.89,435.97,1162.58,731.71,1292.61,1009.61,15.3,1664.84,3049.23
WalnutCreekcity,CA,60569,2.14,9.6,21.09,9.53,19.52,100.0,45529,3.81,3028.4,0.0,1.6,16.04,67.37,208.53,872.61,3057.33,285.52,36.89,293.54,4252.35
Wausaucity,WI,37060,2.52,12.47,25.13,12.04,15.05,100.0,25505,11.7,2538.7,0.0,0.0,15.34,23.01,10.23,536.91,3098.71,158.52,15.34,48.58,3809.48
UpperDarbytownship,PA,81177,2.48,11.05,26.27,11.64,15.14,100.0,32356,6.99,9963.3,0.0,2.42,14.53,112.63,153.81,360.9,2309.53,433.57,1.21,283.39,3105.21
Louisvillecity,CO,12361,2.68,9.42,20.29,6.65,4.05,0.0,43379,4.65,1555.2,0.0,0.0,11.21,11.21,280.33,504.6,1681.99,123.35,5.61,302.76,2315.54
Napervillecity,IL,85351,2.93,13.87,24.98,11.28,4.99,100.0,60979,1.52,2948.8,0.0,2.16,,21.6,62.64,316.44,2231.29,71.28,20.52,,2639.54
Hollistercity,CA,19212,3.26,15.93,30.76,14.4,8.03,0.0,32857,11.71,3283.0,0.0,0.0,4.52,94.99,818.71,1085.58,3148.18,407.09,117.6,918.22,4758.46
SaddleBrooktownship,NJ,13296,2.72,10.42,24.41,10.71,15.79,100.0,46082,3.77,4712.2,0.0,0.0,14.41,50.43,21.61,324.18,2521.43,533.1,7.2,86.45,3385.92
Newportcity,RI,28227,2.52,15.96,33.02,18.56,11.59,100.0,30534,12.47,3432.9,7.69,4.16,66.54,203.79,910.83,2075.36,6151.22,349.36,178.84,1185.33,8754.78
Quincycity,MA,84985,2.38,10.95,29.11,13.72,14.92,100.0,35858,6.82,4887.1,0.0,2.37,28.4,75.74,262.73,772.8,1707.73,730.19,24.85,369.24,3235.58
Eagancity,MN,47409,2.72,10.62,30.19,11.24,2.0,100.0,46612,2.83,1419.3,0.0,0.0,,26.07,57.36,472.81,2402.31,345.92,17.38,,3238.42
